Código,Título,Preço,Endereço,Quartos,Banheiros,Área,Link,Quantidade de Imagens
-1561,Sem título,"R$ 3.600.000,00
    aceita permuta aceita financiamento financiamento com construtora aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",5,N/A,N/A,https://www.novatorres.com.br/imovel/casa-em-condominio-no-ilhas-park-torres-ilhas-park-5-quartos-2-garagens-venda-ref-1561/,0
-1977,Sem título,"R$ 280.000,00
    aceita permuta financiamento com construtora aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/predio-residencial-residencial-regia-ii-passo-de-torres-praia-azul-2-quartos-1-garagem-venda-ref-1977/,0
-1978,Sem título,"R$ 360.000,00
    aceita permuta financiamento com construtora aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/predio-residencial-residencial-regia-ii-passo-de-torres-praia-azul-3-quartos-2-garagens-venda-ref-1978/,0
-1975,Sem título,"R$ 480.000,00
    aceita permuta","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/predio-residencial-passo-de-torres-caravelle-2-quartos-1-garagem-venda-ref-1975/,0
-1973,Sem título,"R$ 164.140,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",N/A,N/A,N/A,https://www.novatorres.com.br/imovel/terreno-em-loteamento-no-condado-de-orange-passo-de-torres-condado-de-orange-venda-ref-1973/,0
-1970,Sem título,"R$ 155.778,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",N/A,N/A,N/A,https://www.novatorres.com.br/imovel/terreno-em-loteamento-no-condado-de-orange-passo-de-torres-condado-de-orange-venda-ref-1970/,0
-1972,Sem título,"R$ 160.093,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",N/A,N/A,N/A,https://www.novatorres.com.br/imovel/terreno-em-loteamento-no-condado-de-orange-passo-de-torres-condado-de-orange-venda-ref-1972/,0
-1971,Sem título,"R$ 182.616,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",N/A,N/A,N/A,https://www.novatorres.com.br/imovel/terreno-em-loteamento-no-condado-de-orange-passo-de-torres-condado-de-orange-venda-ref-1971/,0
-1953,Sem título,"R$ 250.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-ilha-bela-passo-de-torres-novo-passo-2-quartos-1-garagem-venda-ref-1953/,0
-1962,Sem título,R$ 850.000,"Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-costa-da-lagoa-torres-centro-3-quartos-1-garagem-venda-ref-1962/,0
-1967,Sem título,"R$ 1.390.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",4,N/A,N/A,https://www.novatorres.com.br/imovel/casa-torres-praia-paraiso-4-quartos-2-garagens-venda-ref-1967/,0
-1966,Sem título,"R$ 2.190.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-maui-torres-centro-2-quartos-2-garagens-venda-ref-1966/,0
-1965,Sem título,"R$ 2.690.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-maui-torres-centro-3-quartos-1-garagem-venda-ref-1965/,0
-1964,Sem título,"R$ 2.590.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-maui-torres-centro-2-quartos-2-garagens-venda-ref-1964/,0
-1963,Sem título,"R$ 2.390.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-maui-torres-centro-3-quartos-2-garagens-venda-ref-1963/,0
-1961,Sem título,"R$ 790.000,00
    aceita financiamento","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-concord-passo-de-torres-centro-3-quartos-1-garagem-venda-ref-1961/,0
-1703,Sem título,"R$ 1.890.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-grand-copacabana-torres-predial-2-quartos-1-garagem-venda-ref-1703/,0
-1958,Sem título,"R$ 930.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-victoria-torres-centro-3-quartos-2-garagens-venda-ref-1958/,0
-1931,Sem título,"R$ 1.230.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-rosa-dos-ventos-torres-predial-2-quartos-1-garagem-venda-ref-1931/,0
-1132,Sem título,"R$ 400.000,00
    aceita financiamento","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-prainha-torres-centro-2-quartos-venda-ref-1132/,0
-1672,Sem título,"R$ 585.000,00","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",1,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-vicino-torres-centro-1-quarto-1-garagem-venda-ref-1672/,0
-1122,Sem título,"R$ 4.290.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",5,N/A,N/A,https://www.novatorres.com.br/imovel/casa-em-condominio-no-ocean-side-torres-ocean-side-5-quartos-2-garagens-venda-ref-1122/,0
-1361,Sem título,"R$ 275.000,00
    aceita financiamento financiamento com construtora aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/sobrado-passo-de-torres-novo-passo-2-quartos-1-garagem-venda-ref-1361/,0
-1801,Sem título,"R$ 1.690.000,00
    aceita permuta","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-maui-torres-centro-2-quartos-2-garagens-venda-ref-1801/,0
-1945,Sem título,"R$ 580.000,00
    aceita permuta financiamento com construtora aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/predio-residencial-residencial-coliseu-torres-igra-sul-3-quartos-1-garagem-venda-ref-1945/,0
-1946,Sem título,"R$ 580.000,00
    aceita permuta financiamento com construtora aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/predio-residencial-residencial-coliseu-torres-igra-sul-3-quartos-1-garagem-venda-ref-1946/,0
-1947,Sem título,"R$ 580.000,00
    aceita permuta financiamento com construtora aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/predio-residencial-residencial-coliseu-torres-igra-sul-3-quartos-1-garagem-venda-ref-1947/,0
-1948,Sem título,"R$ 420.000,00
    aceita permuta financiamento com construtora aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/predio-residencial-residencial-mar-egeu-passo-de-torres-bairro-silveira-3-quartos-1-garagem-venda-ref-1948/,0
-1944,Sem título,"R$ 2.690.000,00
    aceita financiamento","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",N/A,N/A,N/A,https://www.novatorres.com.br/imovel/terreno-em-condominio-no-ilhas-park-torres-ilhas-park-venda-ref-1944/,0
-1780,Sem título,"R$ 280.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-ilha-bela-passo-de-torres-novo-passo-2-quartos-1-garagem-venda-ref-1780/,0
-1908,Sem título,"R$ 390.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",N/A,N/A,N/A,https://www.novatorres.com.br/imovel/terreno-no-condominio-lake-torres-lake-venda-ref-1908/,0
-1926,Sem título,"R$ 3.490.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-tutto-torres-predial-3-quartos-2-garagens-venda-ref-1926/,0
-1447,Sem título,"R$ 1.420.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-parliluad-torres-predial-3-quartos-2-garagens-venda-ref-1447/,0
-1933,Sem título,"R$ 1.250.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-bella-vita-torres-predial-2-quartos-2-garagens-venda-ref-1933/,0
-1934,Sem título,"R$ 580.000,00
    aceita financiamento","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",N/A,N/A,N/A,https://www.novatorres.com.br/imovel/terreno-em-condominio-no-reserva-das-aguas-torres-reserva-das-aguas-venda-ref-1934/,0
-1935,Sem título,"R$ 790.000,00
    aceita financiamento","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",N/A,N/A,N/A,https://www.novatorres.com.br/imovel/terreno-em-condominio-no-reserva-das-aguas-torres-reserva-das-aguas-venda-ref-1935/,0
-1936,Sem título,R$ 120.000,"Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",N/A,N/A,N/A,https://www.novatorres.com.br/imovel/box-garagem-no-solar-da-praca-torres-centro-venda-ref-1936/,0
-812,Sem título,R$ 1.190.000,"Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",1,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-dunas-flat-torres-centro-1-quarto-1-garagem-venda-ref-812/,0
-1621,Sem título,"R$ 3.040.177,00
    aceita permuta aceita financiamento financiamento com construtora aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",4,N/A,N/A,https://www.novatorres.com.br/imovel/cobertura-duplex-no-edificio-veritas-torres-predial-4-quartos-2-garagens-venda-ref-1621/,0
-1798,Sem título,"R$ 3.799.796,81
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",4,N/A,N/A,https://www.novatorres.com.br/imovel/cobertura-duplex-no-edificio-dom-raphael-torres-predial-4-quartos-2-garagens-venda-ref-1798/,0
-1057,Sem título,"R$ 1.390.000,00
    aceita financiamento
Incorporação: R2-88-800 14.12.2020
Previsão de Entrega: dezembro  / 2023","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-bella-vita-torres-praia-grande-2-quartos-2-garagens-venda-ref-1057/,0
-1608,Sem título,R$ 1.000.000,"Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/cobertura-no-edificio-bella-vita-torres-predial-2-quartos-2-garagens-venda-ref-1608/,0
-1919,Sem título,"R$ 430.000,00","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-morada-do-sol-torres-centro-2-quartos-1-garagem-venda-ref-1919/,0
-1858,Sem título,"R$ 1.250.000,00","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/cobertura-duplex-no-edificio-610-torres-centro-3-quartos-1-garagem-venda-ref-1858/,0
-1929,Sem título,R$ 120.000,"Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",N/A,N/A,N/A,https://www.novatorres.com.br/imovel/box-garagem-no-bellagio-torres-centro-venda-ref-1929/,0
-1928,Sem título,R$ 120.000,"Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",N/A,N/A,N/A,https://www.novatorres.com.br/imovel/box-garagem-no-bellagio-torres-centro-venda-ref-1928/,0
-1239,Sem título,"R$ 400.000,00
    aceita permuta aceita financiamento","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-dom-alessandro-torres-centro-3-quartos-venda-ref-1239/,0
-1749,Sem título,"R$ 1.460.000,00","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/cobertura-duplex-no-edificio-610-torres-centro-3-quartos-1-garagem-venda-ref-1749/,0
-398,Sem título,"R$ 1.166.000,00
    aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/cobertura-duplex-no-edificio-bela-vista-torres-centro-3-quartos-1-garagem-venda-ref-398/,0
-1440,Sem título,R$ 650.000,"Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",4,N/A,N/A,https://www.novatorres.com.br/imovel/casa-torres-stan-4-quartos-1-garagem-venda-ref-1440/,0
-1266,Sem título,"R$ 8.900.000,00
    aceita permuta aceita financiamento financiamento com construtora aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-ares-torres-prainha-3-quartos-3-garagens-venda-ref-1266/,0
-1340,Sem título,"R$ 1.190.000,00
    aceita permuta aceita financiamento","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-yokohama-torres-centro-3-quartos-1-garagem-venda-ref-1340/,0
-1524,Sem título,"R$ 1.850.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/cobertura-duplex-no-edificio-legrand-torres-praia-grande-3-quartos-2-garagens-venda-ref-1524/,0
-1924,Sem título,"R$ 535.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-dom-alessando-torres-centro-2-quartos-venda-ref-1924/,0
-1923,Sem título,"R$ 1.070.000,00
    aceita permuta","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/cobertura-duplex-no-edificio-solar-da-praca-torres-centro-3-quartos-2-garagens-venda-ref-1923/,0
-439,Sem título,"R$ 1.010.000,00
    aceita permuta","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",N/A,N/A,N/A,https://www.novatorres.com.br/imovel/terreno-torres-stan-venda-ref-439/,0
-1922,Sem título,"R$ 584.500,00
    aceita financiamento","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",N/A,N/A,N/A,https://www.novatorres.com.br/imovel/terreno-em-condominio-torres-reserva-das-aguas-venda-ref-1922/,0
-1920,Sem título,"R$ 479.000,00
    aceita financiamento","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",N/A,N/A,N/A,https://www.novatorres.com.br/imovel/terreno-em-condominio-torres-reserva-das-aguas-venda-ref-1920/,0
-1815,Sem título,R$ 1.090.000,"Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-duplex-no-edificio-soul-flats-torres-centro-2-quartos-1-garagem-venda-ref-1815/,0
-1906,Sem título,"R$ 1.293.000,00
    aceita permuta aceita financiamento financiamento com construtora aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",3,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-dom-pedro-ii-passo-de-torres-centro-3-quartos-1-garagem-venda-ref-1906/,0
-1613,Sem título,R$ 1.267.860,"Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-london-torres-predial-2-quartos-1-garagem-venda-ref-1613/,0
-1916,Sem título,"R$ 2.390.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",4,N/A,N/A,https://www.novatorres.com.br/imovel/casa-em-condominio-no-reserva-das-aguas-torres-reserva-das-aguas-4-quartos-2-garagens-venda-ref-1916/,0
-1462,Sem título,"R$ 910.000,00
    aceita permuta aceita financiamento financiamento com construtora aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-aston-torres-praia-da-cal-2-quartos-1-garagem-venda-ref-1462/,0
-1913,Sem título,"R$ 130.000,00
    aceita permuta aceita financiamento aceita veículo","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",N/A,N/A,N/A,https://www.novatorres.com.br/imovel/terreno-em-loteamento-no-jardim-america-passo-de-torres-jardim-america-venda-ref-1913/,0
-1910,Sem título,R$ 3.150.000,"Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",4,N/A,N/A,https://www.novatorres.com.br/imovel/casa-em-condominio-no-reserva-das-aguas-torres-reserva-das-aguas-4-quartos-2-garagens-venda-ref-1910/,0
-1593,Sem título,"R$ 650.000,00","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",1,N/A,N/A,https://www.novatorres.com.br/imovel/flat-no-edificio-soul-flats-torres-centro-1-quarto-1-garagem-venda-ref-1593/,0
-5,Sem título,"R$ 1.100.000,00
    aceita financiamento","Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",2,N/A,N/A,https://www.novatorres.com.br/imovel/apartamento-no-edificio-del-porto-torres-centro-2-quartos-1-garagem-venda-ref-5/,0
-1536,Sem título,R$ 717.000,"Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",1,N/A,N/A,https://www.novatorres.com.br/imovel/studio-no-edificio-alexandrino-torres-centro-1-quarto-1-garagem-venda-ref-1536/,0
-1537,Sem título,R$ 717.000,"Nova Torres Imobiliária


Rua José Antônio Picoral, nº 250
Centro - 95560-000
Torres - RS
mapa google
Nova Torres Negócios Imobiliários Ltda
CNPJ: 12.426.333/0001-66",1,N/A,N/A,https://www.novatorres.com.br/imovel/studio-no-edificio-alexandrino-torres-centro-1-quarto-1-garagem-venda-ref-1537/,0
